Review,Clean_Reviews,Predicted_Sentiment
"A true piece of art, with some of the most beautiful video game music and graphics I've seen. Extremely smooth gameplay and many quests to complete. The story arc is equally great. Admittedly, 31 gigs of disk space and 45 mins of compilation on initial startup are a lot, not mentioning the horrendous battery consumption, but in the end they're worth it.",a true piece of art with some of the most beautiful video game music and graphics ive seen extremely smooth gameplay and many quests to complete the story arc is equally great admittedly 31 gigs of disk space and 45 mins of compilation on initial startup are a lot not mentioning the horrendous battery consumption but in the end theyre worth it,1
This is the best game 😘😘😘☺️☺️,this is the best game,1
Ok,ok,1
Superb,superb,1
i want to play but the phone I'm using has only 64GB storage and the cost more GB than that,i want to play but the phone im using has only 64gb storage and the cost more gb than that,1
This Game is Wonderful It has a very beautiful world. very cute characters and many more things Definitely worth it,this game is wonderful it has a very beautiful world very cute characters and many more things definitely worth it,1
"Cannot even simply log in with my account. Keep asking for verification. And your verification take like forever. After that, it exceeds the limits for verification. I never encounter this with any other game. Please fix it.",cannot even simply log in with my account keep asking for verification and your verification take like forever after that it exceeds the limits for verification i never encounter this with any other game please fix it,1
this the best game ever,this the best game ever,1
Nice,nice,1
PLEASE UPDATE THE SECURITY SYSTEM SO MANY ACCOUNT GET HACKED!!,please update the security system so many account get hacked,1
"Absolutely amazing! I love the amazing views, the stunning character designs and not to mention the interesting lore! I love it all!",absolutely amazing i love the amazing views the stunning character designs and not to mention the interesting lore i love it all,1
